,Time (s),Ion Gauge (mBar),Pirani 1 (mBar),Pirani 2 (mBar),Active Gauge (NA),Temperature (C)
127,3790.008031606674,3.5000000000000004e-05,1000.0,1000.0,NA,1024
128,3820.0185964107513,3.5000000000000004e-05,1000.0,1000.0,NA,1024
129,3850.058032512665,3.4e-05,1000.0,1000.0,NA,1023
130,3880.071937561035,3.4e-05,1000.0,1000.0,NA,1024
131,3910.113201379776,3.4e-05,1000.0,1000.0,NA,1024
132,3940.044198513031,3.4e-05,1000.0,1000.0,NA,1023
133,3970.0006046295166,3.4e-05,1000.0,1000.0,NA,1024
134,4000.060178756714,3.4e-05,1000.0,1000.0,NA,1024
135,4030.076626062393,3.4e-05,1000.0,1000.0,NA,1023
136,4060.0541830062866,3.3e-05,1000.0,1000.0,NA,1024
137,4090.048275232315,3.3e-05,1000.0,1000.0,NA,1023
138,4120.025993585587,3.3e-05,1000.0,1000.0,NA,1024
139,4150.005411624908,3.3e-05,1000.0,1000.0,NA,1023
140,4180.024592876434,3.3e-05,1000.0,1000.0,NA,1023
141,4210.102210521698,3.3e-05,1000.0,1000.0,NA,1023
142,4240.0551788806915,3.3e-05,1000.0,1000.0,NA,1024
143,4270.0901873111725,3.2000000000000005e-05,1000.0,1000.0,NA,1023
144,4300.053350448608,3.2000000000000005e-05,1000.0,1000.0,NA,1024
145,4330.0955991744995,3.2000000000000005e-05,1000.0,1000.0,NA,1024
146,4360.049681186676,3.2000000000000005e-05,1000.0,1000.0,NA,1023
147,4390.059235334396,3.2000000000000005e-05,1000.0,1000.0,NA,1023
148,4420.077967643738,3.2000000000000005e-05,1000.0,1000.0,NA,1024
149,4450.081486463547,3.1e-05,1000.0,1000.0,NA,1024
150,4480.282581329346,3.1e-05,1000.0,1000.0,NA,1023
151,4510.054596424103,3.1e-05,1000.0,1000.0,NA,1023
152,4540.059012174606,3.1e-05,1000.0,1000.0,NA,1024
153,4570.187890291214,3.1e-05,1000.0,1000.0,NA,1023
154,4600.085681676865,3.1e-05,1000.0,1000.0,NA,1023
155,4630.095278978348,3.0000000000000004e-05,1000.0,1000.0,NA,1024
156,4660.1353578567505,3.0000000000000004e-05,1000.0,1000.0,NA,1024
157,4690.095361232758,3.0000000000000004e-05,1000.0,1000.0,NA,1024
158,4720.075555086136,3.0000000000000004e-05,1000.0,1000.0,NA,1024
159,4750.058155298233,2.9e-05,1000.0,1000.0,NA,1024
160,4780.094606161118,2.9e-05,1000.0,1000.0,NA,1024
161,4810.167194843292,2.9e-05,1000.0,1000.0,NA,1024
162,4840.097837686539,2.9e-05,1000.0,1000.0,NA,1024
163,4870.160682678223,2.9e-05,1000.0,1000.0,NA,1023
164,4900.14294719696,2.9e-05,1000.0,1000.0,NA,1023
165,4930.12881731987,2.9e-05,1000.0,1000.0,NA,1024
166,4960.19285941124,2.9e-05,1000.0,1000.0,NA,1023
167,4990.136959314346,2.8e-05,1000.0,1000.0,NA,1023
168,5020.184911489487,2.8e-05,1000.0,1000.0,NA,1024
169,5050.1760375499725,2.8e-05,1000.0,1000.0,NA,1024
170,5080.149503231049,2.8e-05,1000.0,1000.0,NA,1023
171,5110.163826704025,2.8e-05,1000.0,1000.0,NA,1023
172,5140.237974882126,2.8e-05,1000.0,1000.0,NA,1025
173,5170.115822315216,2.8e-05,1000.0,1000.0,NA,1023
174,5200.2264752388,2.8e-05,1000.0,1000.0,NA,1023
175,5230.207375526428,2.8e-05,1000.0,1000.0,NA,1024
